#interaction	Egene1	Egene2	dir	sign	biogrid	pubmed
Ubiquitination	E55743	E8338	1	0	biogrid	pmids:21706008
Methylation	E10498	E8106	1	0	biogrid	pmids:11850402
Ubiquitination	E997	E6502	1	0	biogrid	pmids:17785450
Phosphorylation	E1020	E10763	1	0	biogrid	pmids:17036052:12832492
Phosphorylation	E5594	E2932	1	0	biogrid	pmids:16039586
Phosphorylation	E3717	E8027	1	0	biogrid	pmids:9133424
Methylation	E3276	E861	1	0	biogrid	pmids:22498736
Ubiquitination	E7337	E5886	1	0	biogrid	pmids:10373495
Ubiquitination	E140462	E548596	1	0	biogrid	pmids:20302626
Phosphorylation	E3716	E8290	1	0	biogrid	pmids:21151131
Sumoylation	E10054	E5903	1	0	biogrid	pmids:11792325
Ubiquitination	E27101	E1499	1	0	biogrid	pmids:20181957
Ubiquitination	E8924	E8924	1	0	biogrid	pmids:22261722:22496338
Phosphorylation	E3611	E3611	1	0	biogrid	pmids:8538749
Phosphorylation	E5590	E7074	1	0	biogrid	pmids:10212259
Methylation	E56950	E5925	1	0	biogrid	pmids:20870719
Phosphorylation	E7525	E10657	1	0	biogrid	pmids:15190072
Glycosylation	E8473	E10454	1	0	biogrid	pmids:22307082
Sumoylation	E10055	E6672	1	0	biogrid	pmids:11792325
Phosphorylation	E5603	E1386	1	0	biogrid	pmids:12244047
Phosphorylation	E5218	E5218	1	0	biogrid	pmids:19524571
Phosphorylation	E23235	E200186	1	0	biogrid	pmids:22462548:15454081
Phosphorylation	E5591	E3651	1	0	biogrid	pmids:16166097
Phosphorylation	E22853	E5499	1	0	biogrid	pmids:12393858
Ubiquitination	E27342	E3265	1	0	biogrid	pmids:20655225
Phosphorylation	E2870	E6620	1	0	biogrid	pmids:10852916
Phosphorylation	E10616	E4792	1	0	biogrid	pmids:22605335
Dephosphorylation	E54935	E8521	1	0	biogrid	pmids:20855292
Methylation	E80854	E6774	1	0	biogrid	pmids:21098664
Phosphorylation	E1147	E3551	1	0	biogrid	pmids:9914500:20932476:11057907:12244103:10733566:9346241:21903422:17693255:11864612:21784860:12210728:9346485:9346484:9751060:9721103:11080499:10968790
Phosphorylation	E5578	E1956	1	0	biogrid	pmids:8375396
Phosphorylation	E3717	E3667	1	0	biogrid	pmids:9492017
Dephosphorylation	E5770	E1956	1	0	biogrid	pmids:8621392
Deacetylation	E23411	E3725	1	0	biogrid	pmids:18823944:20042607
Phosphorylation	E2534	E2887	1	0	biogrid	pmids:10871840
Deubiquitination	E54764	E7316	1	0	biogrid	pmids:19373254:18281465:21139048:21987572:20622874:21906983:22157957
Phosphorylation	E558	E5295	1	0	biogrid	pmids:9178760
Ubiquitination	E51514	E1026	1	0	biogrid	pmids:18794347
Ubiquitination	E51366	E51366	1	0	biogrid	pmids:23027739:22496338
Ubiquitination	E4734	E2321	1	0	biogrid	pmids:19953087
Phosphorylation	E6714	E2023	1	0	biogrid	pmids:17525734:11078745
Ubiquitination	E8452	E7316	1	0	biogrid	pmids:21828050
Ubiquitination	E7322	E2161	1	0	biogrid	pmids:18838541
Ubiquitination	E10043	E1730	1	0	biogrid	pmids:22933573
Phosphorylation	E51138	E3725	1	0	biogrid	pmids:10903862
Phosphorylation	E5290	E25780	1	0	biogrid	pmids:15213298
Deacetylation	E23411	E6720	1	0	biogrid	pmids:20595232
Phosphorylation	E5581	E7416	1	0	biogrid	pmids:12663490
Ubiquitination	E10075	E4170	1	0	biogrid	pmids:20007713:21613222:21298030:22552282:21907705:16213503:21730980:15989957:20023629:19148187
Phosphorylation	E6850	E6850	1	0	biogrid	pmids:18070606:9698567
Ubiquitination	E7328	E5970	1	0	biogrid	pmids:14690596
Phosphorylation	E207	E2099	1	0	biogrid	pmids:11139588
Phosphorylation	E5595	E9846	1	0	biogrid	pmids:14530346
Dephosphorylation	E52	E1969	1	0	biogrid	pmids:12167657
Deubiquitination	E57646	E7347	1	0	biogrid	pmids:22626734
Deubiquitination	E57646	E7345	1	0	biogrid	pmids:22626734
Phosphorylation	E9641	E4155	1	0	biogrid	pmids:17599067
Ubiquitination	E8945	E993	1	0	biogrid	pmids:16338364:20348946:15798217:19477924:14752276:19615732:14681206
Ubiquitination	E8945	E994	1	0	biogrid	pmids:21807946:15845771
Phosphorylation	E2534	E1499	1	0	biogrid	pmids:12640114
Phosphorylation	E6714	E10580	1	0	biogrid	pmids:19891780
Phosphorylation	E815	E4137	1	0	biogrid	pmids:17512525
Deacetylation	E23411	E2353	1	0	biogrid	pmids:20042607
Phosphorylation	E10920	E50813	1	0	biogrid	pmids:9707402:19295130:22863883:10903862:17403899
Phosphorylation	E2932	E6615	1	0	biogrid	pmids:15448698:15647282
Phosphorylation	E4296	E5609	1	0	biogrid	pmids:10187804
Ubiquitination	E85363	E7316	1	0	biogrid	pmids:21512573
Phosphorylation	E5599	E7157	1	0	biogrid	pmids:11108663:9393873:9724739:18813780:19651615:15538975:9732264
Phosphorylation	E5591	E5241	1	0	biogrid	pmids:10750018
Ubiquitination	E10273	E6714	1	0	biogrid	pmids:21911421
Phosphorylation	E5584	E4155	1	0	biogrid	pmids:21315177
Phosphorylation	E5594	E9149	1	0	biogrid	pmids:10910078
Phosphorylation	E54822	E8290	1	0	biogrid	pmids:14594813
Phosphorylation	E11184	E4296	1	0	biogrid	pmids:11053428
Demethylation	E23028	E4659	1	0	biogrid	pmids:21115810
Dephosphorylation	E5795	E1500	1	0	biogrid	pmids:12370829
Methylation	E2146	E8726	1	0	biogrid	pmids:18285464:15385962:17937919:18931660:19026780:9742080:10581039:15882624:16314526:15225548:9584197:21123648:11158321:19026781:9584199:21135039:21190999
Phosphorylation	E5566	E6003	1	0	biogrid	pmids:20974683
Ubiquitination	E79845	E79845	1	0	biogrid	pmids:20553626
Dephosphorylation	E5495	E1017	1	0	biogrid	pmids:10934208
Phosphorylation	E50818	E6304	1	0	biogrid	pmids:16630892
Phosphorylation	E6197	E4792	1	0	biogrid	pmids:22685297
Ubiquitination	E23327	E57610	1	0	biogrid	pmids:19953087
Phosphorylation	E2932	E5663	1	0	biogrid	pmids:17360711
Phosphorylation	E2932	E4137	1	0	biogrid	pmids:9546672:9771888:10090741:21985244:17512525:14612456:22965877
Ubiquitination	E672	E5430	1	0	biogrid	pmids:15886201
Ubiquitination	E5071	E8517	1	0	biogrid	pmids:19880420:17314283
Nedd(Rub1)ylation	E9040	E9820	1	0	biogrid	pmids:21946088
Phosphorylation	E5347	E11200	1	0	biogrid	pmids:12493754
Ubiquitination	E7189	E4914	1	0	biogrid	pmids:16246731
Phosphorylation	E2873	E9318	1	0	biogrid	pmids:22939629:11114242:10903862:22414063:22863883:16045761:19141280
Ribosylation	E142	E142	1	0	biogrid	pmids:15737996:14734561:22683995:17283121:16204234:20388712
Sumoylation	E7341	E6996	1	0	biogrid	pmids:11889051
Phosphorylation	E3716	E3667	1	0	biogrid	pmids:9492017
Deubiquitination	E8239	E57787	1	0	biogrid	pmids:18254724
Ribosylation	E142	E3306	1	0	biogrid	pmids:19607827
Phosphorylation	E5599	E867	1	0	biogrid	pmids:11944898
Ubiquitination	E220972	E7323	1	0	biogrid	pmids:22904187
Phosphorylation	E3551	E7161	1	0	biogrid	pmids:21482671
Phosphorylation	E5566	E4137	1	0	biogrid	pmids:10090741:21127069:9546672:9771888
Phosphorylation	E5591	E3183	1	0	biogrid	pmids:14704337
Phosphorylation	E5595	E8569	1	0	biogrid	pmids:9155018
Ubiquitination	E5071	E2060	1	0	biogrid	pmids:16862145
Phosphorylation	E1019	E64061	1	0	biogrid	pmids:11395479
Deubiquitination	E8078	E27338	1	0	biogrid	pmids:20622874
Ubiquitination	E5071	E5903	1	0	biogrid	pmids:16332688
Phosphorylation	E545	E7507	1	0	biogrid	pmids:16540648
Sumoylation	E7341	E7936	1	0	biogrid	pmids:15561718
Dephosphorylation	E5499	E1385	1	0	biogrid	pmids:20498639
Ubiquitination	E7186	E7186	1	0	biogrid	pmids:8702708:10206649:20577214:16189514:9020361:11181075:10411888:8069916:12591926:9718306:15383523:20385093:19810754
Methylation	E54496	E8350	1	0	biogrid	pmids:22231400
Methylation	E54496	E8359	1	0	biogrid	pmids:17048991
Sumoylation	E7329	E5702	1	0	biogrid	pmids:17709345
Phosphorylation	E5590	E94274	1	0	biogrid	pmids:15003508
Ubiquitination	E84676	E26168	1	0	biogrid	pmids:22626734
Methylation	E387893	E8359	1	0	biogrid	pmids:15933069:15964846:12121615:18512960:15933070
Phosphorylation	E6885	E6885	1	0	biogrid	pmids:20538596:19232515:9556573:18838386:9742107
Phosphorylation	E2547	E5591	1	0	biogrid	pmids:22939629:8422676:21969602:10064605:10750018:15520013
Ubiquitination	E267	E7316	1	0	biogrid	pmids:15331598:16196087:20126661:16407162:12847084:21139048:22118674:19661182:21987572:19828134:22328510:21906983:21343306:19835843
Sumoylation	E7341	E8554	1	0	biogrid	pmids:15561718:11583632:14609633:19217413
Acetylation	E8850	E5163	1	0	biogrid	pmids:21775285
Phosphorylation	E207	E1027	1	0	biogrid	pmids:12042314
Acetylation	E84148	E8359	1	0	biogrid	pmids:16227571
Acetylation	E84148	E8350	1	0	biogrid	pmids:16227571
Phosphorylation	E5609	E5599	1	0	biogrid	pmids:9207092:16533805
Ubiquitination	E23327	E4112	1	0	biogrid	pmids:19953087
Ubiquitination	E4734	E1020	1	0	biogrid	pmids:19953087
Phosphorylation	E1147	E1499	1	0	biogrid	pmids:12589056:11527961
Phosphorylation	E983	E27429	1	0	biogrid	pmids:17906618
Phosphorylation	E6198	E84271	1	0	biogrid	pmids:15341740
Ubiquitination	E331	E9131	1	0	biogrid	pmids:17967870:22103349
Sumoylation	E7341	E30011	1	0	biogrid	pmids:22203040
Demethylation	E8242	E333932	1	0	biogrid	pmids:17468742
Acetylation	E1385	E4609	1	0	biogrid	pmids:12776737
Phosphorylation	E9874	E55723	1	0	biogrid	pmids:11470414
Phosphorylation	E284086	E284086	1	0	biogrid	pmids:11864968
Phosphorylation	E6714	E867	1	0	biogrid	pmids:7782294:17094785:17141222:15135048:12941616:22203672:11994282:10829062:19861161
Ubiquitination	E7323	E7157	1	0	biogrid	pmids:15280377
Nedd(Rub1)ylation	E140739	E8065	1	0	biogrid	pmids:22190037
Phosphorylation	E5602	E2002	1	0	biogrid	pmids:8654373
Acetylation	E8850	E2115	1	0	biogrid	pmids:12917345
Deubiquitination	E57646	E10617	1	0	biogrid	pmids:22626734
modification	E10273	E4137	1	0	biogrid	pmids:18292230:14962978:15447663:14612456:20466727:17304350:16275660
Ubiquitination	E56852	E7158	1	0	biogrid	pmids:19228710
Ubiquitination	E56254	E440689	1	0	biogrid	pmids:16307923
Phosphorylation	E50818	E27101	1	0	biogrid	pmids:11927578
Acetylation	E8850	E121504	1	0	biogrid	pmids:11163245
Phosphorylation	E6714	E995	1	0	biogrid	pmids:11389730
Acetylation	E1387	E3172	1	0	biogrid	pmids:10085149:9434765:10882110:18552123
Ubiquitination	E114907	E8665	1	0	biogrid	pmids:19073596
Ubiquitination	E1576	E267	1	0	biogrid	pmids:22101235
Phosphorylation	E6788	E1978	1	0	biogrid	pmids:20090955
Phosphorylation	E5578	E688	1	0	biogrid	pmids:12682370
Ubiquitination	E4281	E4281	1	0	biogrid	pmids:21296087:11331580:10400985:11806752:22493164
Acetylation	E2033	E2355	1	0	biogrid	pmids:21937452
Ubiquitination	E8945	E57695	1	0	biogrid	pmids:23027877
Deubiquitination	E57646	E78990	1	0	biogrid	pmids:22626734
Phosphorylation	E5599	E4778	1	0	biogrid	pmids:19966288
Phosphorylation	E1457	E6125	1	0	biogrid	pmids:10491318
Phosphorylation	E2931	E2737	1	0	biogrid	pmids:16371461
Phosphorylation	E5578	E10928	1	0	biogrid	pmids:16087181
Ubiquitination	E10277	E7157	1	0	biogrid	pmids:21317885
Acetylation	E1387	E6996	1	0	biogrid	pmids:17060459:11864601
Ubiquitination	E23327	E6795	1	0	biogrid	pmids:19953087
Phosphorylation	E5592	E3065	1	0	biogrid	pmids:12082111
Phosphorylation	E8569	E10253	1	0	biogrid	pmids:16479008
Phosphorylation	E5562	E200186	1	0	biogrid	pmids:22462548
Ubiquitination	E4734	E10188	1	0	biogrid	pmids:20086093
Ubiquitination	E51343	E64112	1	0	biogrid	pmids:22529100
Deubiquitination	E57646	E9700	1	0	biogrid	pmids:22626734
Ubiquitination	E23327	E10422	1	0	biogrid	pmids:19953087
Ubiquitination	E23295	E7251	1	0	biogrid	pmids:19549727:17229889:19703557
Ubiquitination	E6502	E1027	1	0	biogrid	pmids:11463388:22310285:11565034:12813041:16774918:20160477
Phosphorylation	E6198	E2667	1	0	biogrid	pmids:16914728
Ubiquitination	E7337	E51497	1	0	biogrid	pmids:17131388
Ubiquitination	E55294	E9134	1	0	biogrid	pmids:19084516
Ubiquitination	E26271	E891	1	0	biogrid	pmids:19475398
Phosphorylation	E5594	E7343	1	0	biogrid	pmids:11741541
Phosphorylation	E1022	E2960	1	0	biogrid	pmids:15282296
Deubiquitination	E8237	E675	1	0	biogrid	pmids:15314155
Ubiquitination	E64219	E8027	1	0	biogrid	pmids:22626734
Acetylation	E10524	E10524	1	0	biogrid	pmids:17189186:17704809:20100829:11416127:14966270:20946988
Ubiquitination	E4193	E154	1	0	biogrid	pmids:11588219
Phosphorylation	E6795	E1058	1	0	biogrid	pmids:20663916
Acetylation	E2648	E8349	1	0	biogrid	pmids:16096645
Deubiquitination	E123228	E5071	1	0	biogrid	pmids:22388932
Ubiquitination	E150684	E5970	1	0	biogrid	pmids:16573520:19339690:19270718:15799966:20048074:17183367
Ubiquitination	E51529	E891	1	0	biogrid	pmids:20080579
Phosphorylation	E5583	E4780	1	0	biogrid	pmids:19920073
Ubiquitination	E26091	E7316	1	0	biogrid	pmids:21890473:22496338:18781797:21139048:21987572:22505724:21906983
Phosphorylation	E207	E6502	1	0	biogrid	pmids:21358672:19270694:19270695
Phosphorylation	E9252	E4137	1	0	biogrid	pmids:17512525
Ubiquitination	E9810	E8342	1	0	biogrid	pmids:16307923
Phosphorylation	E5710	E50813	1	0	biogrid	pmids:10903862
Phosphorylation	E5590	E5970	1	0	biogrid	pmids:21131967:11684013
Dephosphorylation	E5499	E4841	1	0	biogrid	pmids:21566083
Ubiquitination	E7334	E7316	1	0	biogrid	pmids:12847084:22367539:20613989:14517261
Ubiquitination	E4734	E5613	1	0	biogrid	pmids:19953087
Ubiquitination	E580	E8338	1	0	biogrid	pmids:11927591:19916563
Phosphorylation	E815	E5705	1	0	biogrid	pmids:22496558
Phosphorylation	E1457	E3603	1	0	biogrid	pmids:12450396
Phosphorylation	E1457	E2569	1	0	biogrid	pmids:12175859
Ubiquitination	E64219	E8726	1	0	biogrid	pmids:21513699
Phosphorylation	E6714	E5921	1	0	biogrid	pmids:11389730
Phosphorylation	E5601	E7157	1	0	biogrid	pmids:9393873:12384512:22366412
Phosphorylation	E6714	E4035	1	0	biogrid	pmids:11854294
Phosphorylation	E5592	E7138	1	0	biogrid	pmids:10601315
Deubiquitination	E9958	E27338	1	0	biogrid	pmids:20622874
Ribosylation	E142	E7520	1	0	biogrid	pmids:10400681:16490787:14734561:21679440:16794079:17283121
Phosphorylation	E9451	E4780	1	0	biogrid	pmids:14517290
Deubiquitination	E1540	E27338	1	0	biogrid	pmids:20622874
Methylation	E3276	E672	1	0	biogrid	pmids:20614009
Acetylation	E10524	E367	1	0	biogrid	pmids:11591700:11994312:10364196
Phosphorylation	E207	E1387	1	0	biogrid	pmids:19995607
Acetylation	E1387	E2122	1	0	biogrid	pmids:11568182
Ubiquitination	E7328	E27434	1	0	biogrid	pmids:17588522
Phosphorylation	E983	E3024	1	0	biogrid	pmids:9053846:9885575:9247342:11836499:7790358:8397206:8397207:10362260
Ubiquitination	E9306	E3815	1	0	biogrid	pmids:21030588
Phosphorylation	E5581	E2571	1	0	biogrid	pmids:15147202
Ubiquitination	E7321	E5886	1	0	biogrid	pmids:9153201
Sumoylation	E6612	E3741	1	0	biogrid	pmids:17261810
Phosphorylation	E5347	E10210	1	0	biogrid	pmids:19473992
Phosphorylation	E50818	E1571	1	0	biogrid	pmids:21209460
Dephosphorylation	E1845	E5594	1	0	biogrid	pmids:10224087
Dephosphorylation	E1845	E5595	1	0	biogrid	pmids:10224087
Sumoylation	E7329	E6996	1	0	biogrid	pmids:18691969
Phosphorylation	E9113	E10413	1	0	biogrid	pmids:20841485:18158288
Dephosphorylation	E5771	E6714	1	0	biogrid	pmids:15696169
Phosphorylation	E1022	E1021	1	0	biogrid	pmids:7629134
Phosphorylation	E1022	E1025	1	0	biogrid	pmids:9184228:11145967
Phosphorylation	E3985	E3024	1	0	biogrid	pmids:8537403
Ubiquitination	E11065	E26586	1	0	biogrid	pmids:17339342
Deubiquitination	E56943	E8349	1	0	biogrid	pmids:21746879
Phosphorylation	E5591	E7486	1	0	biogrid	pmids:11889123:10608806
Phosphorylation	E6714	E8976	1	0	biogrid	pmids:15791211
Phosphorylation	E4140	E8844	1	0	biogrid	pmids:11741534:12941695
Phosphorylation	E8533	E9318	1	0	biogrid	pmids:22939629:10903862:22863883:16036220:11967155:16045761:20399188:19295130
Ubiquitination	E10273	E23381	1	0	biogrid	pmids:16809764
Ubiquitination	E4734	E4734	1	0	biogrid	pmids:18287095:16055720
Phosphorylation	E983	E9055	1	0	biogrid	pmids:9885575
Phosphorylation	E8851	E4956	1	0	biogrid	pmids:17762160
Phosphorylation	E5578	E2932	1	0	biogrid	pmids:1324914
Phosphorylation	E6885	E5564	1	0	biogrid	pmids:20538596
Phosphorylation	E5578	E476	1	0	biogrid	pmids:15069082
Ubiquitination	E997	E26190	1	0	biogrid	pmids:10531035
Acetylation	E2033	E8338	1	0	biogrid	pmids:15136563:16096645:15308690:16415179
Acetylation	E2033	E8335	1	0	biogrid	pmids:11830591:11884585
Phosphorylation	E2534	E4868	1	0	biogrid	pmids:12846735:12668668
Ubiquitination	E57159	E27005	1	0	biogrid	pmids:22626734
modification	E25	E867	1	0	biogrid	pmids:15556646:19823681:9174058:11494134:9195915:14725908:8626543:16955467:20675402:12475393:19380743:10829062:14604282
Phosphorylation	E7535	E27040	1	0	biogrid	pmids:11368773:12186560
Phosphorylation	E28996	E7157	1	0	biogrid	pmids:17349959:11740489:16212962:11925430:21057547:15896780
Sumoylation	E7341	E2353	1	0	biogrid	pmids:16236267:16055710
Phosphorylation	E472	E1453	1	0	biogrid	pmids:22976441
Phosphorylation	E5599	E6774	1	0	biogrid	pmids:10521505:15979846
Ubiquitination	E6477	E27101	1	0	biogrid	pmids:20181957
Deubiquitination	E9099	E6790	1	0	biogrid	pmids:21890637
Phosphorylation	E11200	E5925	1	0	biogrid	pmids:17380128
Phosphorylation	E5926	E595	1	0	biogrid	pmids:21148318
Phosphorylation	E6093	E993	1	0	biogrid	pmids:14657354
Phosphorylation	E29110	E4792	1	0	biogrid	pmids:20449947
Phosphorylation	E3702	E10657	1	0	biogrid	pmids:12163161
Ubiquitination	E117584	E4287	1	0	biogrid	pmids:22626734
Sumoylation	E7341	E1495	1	0	biogrid	pmids:15561718
Ubiquitination	E999	E51530	1	0	biogrid	pmids:22205987
Phosphorylation	E5579	E10616	1	0	biogrid	pmids:18303026
Deubiquitination	E56957	E7316	1	0	biogrid	pmids:21890473:22179831:21139048:22118674:22505724:20622874:21906983
Phosphorylation	E1432	E26003	1	0	biogrid	pmids:11408587
Phosphorylation	E1017	E7157	1	0	biogrid	pmids:19556892:10884347
modification	E2033	E7157	1	0	biogrid	pmids:15186775:20234175:15542844:16678111:18612383:16537920:15295102:19805293:19218448:17452980:11359905:17189186:11782467:12162806:22266186:18243116:12690203:18485870:9809062:15558054:15337767:19234109:16024799:17977830:22013068
Phosphorylation	E28996	E861	1	0	biogrid	pmids:16917507
Ubiquitination	E84675	E55432	1	0	biogrid	pmids:22626734
Phosphorylation	E9252	E126961	1	0	biogrid	pmids:15010469
Phosphorylation	E25	E545	1	0	biogrid	pmids:20798688:10608806
Phosphorylation	E5578	E55503	1	0	biogrid	pmids:11248124
Ubiquitination	E672	E7283	1	0	biogrid	pmids:11691781:15367667:22262852:9789027
Phosphorylation	E1457	E1936	1	0	biogrid	pmids:10094407
Phosphorylation	E1453	E6622	1	0	biogrid	pmids:16618118
Acetylation	E1387	E3838	1	0	biogrid	pmids:10801418
Ubiquitination	E7322	E55743	1	0	biogrid	pmids:11912157
Phosphorylation	E1859	E8350	1	0	biogrid	pmids:10644696
Ubiquitination	E997	E5970	1	0	biogrid	pmids:14690596
Dephosphorylation	E5781	E6776	1	0	biogrid	pmids:12060651:10617656
Dephosphorylation	E5781	E6777	1	0	biogrid	pmids:10617656
Phosphorylation	E1956	E5111	1	0	biogrid	pmids:17115032
Phosphorylation	E5599	E4609	1	0	biogrid	pmids:10551811
Phosphorylation	E1432	E4155	1	0	biogrid	pmids:10708586:17906618
modification	E56852	E5111	1	0	biogrid	pmids:18245774:21858012:17108083:15359278:20675655:17720710:20064529:21967848
Phosphorylation	E51701	E51701	1	0	biogrid	pmids:20194509
Ubiquitination	E9730	E55388	1	0	biogrid	pmids:22570418
Phosphorylation	E1452	E4137	1	0	biogrid	pmids:9771888
Sumoylation	E7341	E23028	1	0	biogrid	pmids:15561718
Phosphorylation	E6732	E51747	1	0	biogrid	pmids:12565863
Phosphorylation	E2873	E50813	1	0	biogrid	pmids:22939629:22863883:10903862
Phosphorylation	E5566	E6262	1	0	biogrid	pmids:10830164
Acetylation	E2648	E3291	1	0	biogrid	pmids:12878208
Acetylation	E8850	E7528	1	0	biogrid	pmids:11486036
Phosphorylation	E6850	E27040	1	0	biogrid	pmids:11368773
Phosphorylation	E1019	E672	1	0	biogrid	pmids:9244350:12509456:17334399
Ubiquitination	E9730	E7374	1	0	biogrid	pmids:20870715
Ubiquitination	E8945	E1499	1	0	biogrid	pmids:18851830
Ubiquitination	E10155	E7316	1	0	biogrid	pmids:21890473:20864041:16196087:21906983:18781797:21853274:21963094:22118674:21987572:17623298:22505724:20053985:21139048:22178446
Ubiquitination	E9148	E182	1	0	biogrid	pmids:18077452
Phosphorylation	E7272	E7157	1	0	biogrid	pmids:19332559
Phosphorylation	E208	E57630	1	0	biogrid	pmids:14504284:17535800
Ubiquitination	E7323	E2060	1	0	biogrid	pmids:17588522
Phosphorylation	E207	E2146	1	0	biogrid	pmids:16224021
Sumoylation	E7341	E65125	1	0	biogrid	pmids:15561718
Ubiquitination	E26232	E197	1	0	biogrid	pmids:12140560:17116465
Ubiquitination	E26271	E595	1	0	biogrid	pmids:19475398
Ubiquitination	E7337	E5052	1	0	biogrid	pmids:20589759
Phosphorylation	E1859	E6430	1	0	biogrid	pmids:14623875
Phosphorylation	E5587	E11033	1	0	biogrid	pmids:12893243
Phosphorylation	E1111	E2178	1	0	biogrid	pmids:17296736
Ubiquitination	E997	E8454	1	0	biogrid	pmids:12565873
Desumoylation	E8517	E59343	1	0	biogrid	pmids:21777808
Phosphorylation	E6790	E51199	1	0	biogrid	pmids:12927815
Phosphorylation	E2241	E2017	1	0	biogrid	pmids:9722593
Dephosphorylation	E5499	E207	1	0	biogrid	pmids:14645548
Sumoylation	E51588	E672	1	0	biogrid	pmids:20016594:20016603
Phosphorylation	E29110	E57162	1	0	biogrid	pmids:21204785
Phosphorylation	E983	E64061	1	0	biogrid	pmids:11395479
Phosphorylation	E5591	E2908	1	0	biogrid	pmids:9038175
Phosphorylation	E1453	E4193	1	0	biogrid	pmids:22976441:20708156:16870621
Nedd(Rub1)ylation	E9040	E8452	1	0	biogrid	pmids:21247897
Nedd(Rub1)ylation	E9040	E8454	1	0	biogrid	pmids:21247897
Deacetylation	E23410	E2547	1	0	biogrid	pmids:18710944
Phosphorylation	E1457	E5728	1	0	biogrid	pmids:12297295:15717329
modification	E7322	E7316	1	0	biogrid	pmids:22325355:22496338
Sumoylation	E7329	E2494	1	0	biogrid	pmids:17036045
Ubiquitination	E4193	E1869	1	0	biogrid	pmids:18754770
Sumoylation	E53335	E6612	1	0	biogrid	pmids:18681895
Acetylation	E1387	E8290	1	0	biogrid	pmids:11163245
Phosphorylation	E472	E25	1	0	biogrid	pmids:17409407
Deacetylation	E3065	E6418	1	0	biogrid	pmids:22318606
Ubiquitination	E57159	E8078	1	0	biogrid	pmids:22626734
Phosphorylation	E25	E9564	1	0	biogrid	pmids:7780740:8810278
Ubiquitination	E26272	E595	1	0	biogrid	pmids:17081987:21242966
Phosphorylation	E6872	E2962	1	0	biogrid	pmids:8625415:9858607:15053879:9482861
Phosphorylation	E5926	E983	1	0	biogrid	pmids:21148318
Phosphorylation	E8805	E6882	1	0	biogrid	pmids:9632676
Sumoylation	E79594	E7341	1	0	biogrid	pmids:19407830
Dephosphorylation	E5782	E9564	1	0	biogrid	pmids:8887669:9748319:9285683:12714323
Phosphorylation	E91754	E10783	1	0	biogrid	pmids:12840024
Glycosylation	E8473	E10724	1	0	biogrid	pmids:16434389
Phosphorylation	E6714	E6622	1	0	biogrid	pmids:11078745
Phosphorylation	E5292	E5292	1	0	biogrid	pmids:15319445
Methylation	E23463	E387	1	0	biogrid	pmids:9614111
Phosphorylation	E1457	E26088	1	0	biogrid	pmids:12060753
Phosphorylation	E5218	E5925	1	0	biogrid	pmids:19524571:17517622
Phosphorylation	E5591	E6667	1	0	biogrid	pmids:8422676
Acetylation	E8850	E58160	1	0	biogrid	pmids:15273251
Phosphorylation	E9020	E9020	1	0	biogrid	pmids:10887201:9020361
Acetylation	E2033	E4801	1	0	biogrid	pmids:9799238:15454570
Phosphorylation	E6732	E6625	1	0	biogrid	pmids:9472028
Phosphorylation	E6850	E971	1	0	biogrid	pmids:9590210
Ubiquitination	E7321	E10254	1	0	biogrid	pmids:17588522
Ubiquitination	E8945	E4792	1	0	biogrid	pmids:19933270:9990852:20353940:11027288
Ubiquitination	E8945	E4790	1	0	biogrid	pmids:11953428
Sumoylation	E53335	E6613	1	0	biogrid	pmids:18681895
Ubiquitination	E23327	E84081	1	0	biogrid	pmids:19953087
Methylation	E9739	E126961	1	0	biogrid	pmids:22266653
Ubiquitination	E64219	E158880	1	0	biogrid	pmids:22626734
Phosphorylation	E5582	E23586	1	0	biogrid	pmids:22114345
Phosphorylation	E2965	E1869	1	0	biogrid	pmids:10428966
Acetylation	E8850	E8350	1	0	biogrid	pmids:15005629:15616580:11830591:16415179
Acetylation	E8850	E8359	1	0	biogrid	pmids:10958685:11830591:16415179:11818576
Sumoylation	E5987	E7157	1	0	biogrid	pmids:20972456
Sumoylation	E6613	E6672	1	0	biogrid	pmids:21693764:21252943:19471022:17491593:17000644
Phosphorylation	E7272	E57082	1	0	biogrid	pmids:22660415
Ubiquitination	E373	E7324	1	0	biogrid	pmids:15684077:17118964
Acetylation	E1387	E10661	1	0	biogrid	pmids:11259590
Nedd(Rub1)ylation	E9978	E8454	1	0	biogrid	pmids:15361859
Nedd(Rub1)ylation	E9978	E8453	1	0	biogrid	pmids:17132228
Ubiquitination	E25898	E1027	1	0	biogrid	pmids:18006823
Ubiquitination	E10273	E5894	1	0	biogrid	pmids:19011619:15215316:15936278
Sumoylation	E7341	E11075	1	0	biogrid	pmids:15561718
Sumoylation	E7341	E23271	1	0	biogrid	pmids:15561718
Phosphorylation	E1111	E994	1	0	biogrid	pmids:9278511
Phosphorylation	E1111	E995	1	0	biogrid	pmids:19330022:16705183:12660173:9278511:11836499:10681541:11390642:11016625:17035231:15705874
Phosphorylation	E1111	E993	1	0	biogrid	pmids:18480045:12759351:9278511:12963847:12676583:12399544
Sumoylation	E7341	E9656	1	0	biogrid	pmids:22661230
Deacetylation	E23411	E2017	1	0	biogrid	pmids:18850005
Ubiquitination	E7321	E23586	1	0	biogrid	pmids:17719635
Deacetylation	E23411	E207	1	0	biogrid	pmids:21775285
