#interaction	Egene1	Egene2	dir	sign	biogrid	pubmed
Ubiquitination	E7189	E7316	1	0	biogrid	pmids:21139048:18329614:16436380:21896478:15327770:18952891:17562285:20097753:22863753:18922473:20932475:17314283:22033459:21906983:18634786:16378096:12917689:22719861:21220427:18345001:21185369:19176615:19465916:17562858:19825828:21454471:19843958:18164316:18347055:21068390:21078302:19675569:21460221:22323536:19592251:18617513:19996094:22029577:16697380:20043910:14550571:17135271:20512936:18724939:16079148:15334086:19201866:16484229:18299187:17942533
Phosphorylation	E5608	E6416	1	0	biogrid	pmids:15866172
Phosphorylation	E983	E29127	1	0	biogrid	pmids:18201571
Ubiquitination	E4137	E7189	1	0	biogrid	pmids:15953362
Phosphorylation	E5595	E9759	1	0	biogrid	pmids:11114188
Deubiquitination	E9101	E7316	1	0	biogrid	pmids:22195557
Dephosphorylation	E1847	E5595	1	0	biogrid	pmids:7836374
Acetylation	E2648	E8370	1	0	biogrid	pmids:16096645
Ubiquitination	E84676	E55611	1	0	biogrid	pmids:22626734
Phosphorylation	E9641	E331	1	0	biogrid	pmids:22072751
Methylation	E51111	E8359	1	0	biogrid	pmids:15145825
Dephosphorylation	E5515	E5580	1	0	biogrid	pmids:11959144
Ubiquitination	E4734	E64092	1	0	biogrid	pmids:19953087
Phosphorylation	E9212	E54888	1	0	biogrid	pmids:17215513
Ubiquitination	E997	E6907	1	0	biogrid	pmids:14980219
Ubiquitination	E7322	E4792	1	0	biogrid	pmids:10329681
Phosphorylation	E1022	E4086	1	0	biogrid	pmids:19914168
Ubiquitination	E4734	E131890	1	0	biogrid	pmids:19953087
Phosphorylation	E6714	E5359	1	0	biogrid	pmids:12871937
Deubiquitination	E57646	E10868	1	0	biogrid	pmids:22626734
Sumoylation	E7329	E8721	1	0	biogrid	pmids:17709345
Phosphorylation	E983	E1523	1	0	biogrid	pmids:11584018
Phosphorylation	E3551	E10987	1	0	biogrid	pmids:19656241
modification	E7128	E8737	1	0	biogrid	pmids:18246070:15258597:22585859:19131965
Sumoylation	E10401	E5879	1	0	biogrid	pmids:20935639
Phosphorylation	E2547	E2547	1	0	biogrid	pmids:10750018
Dephosphorylation	E5499	E25937	1	0	biogrid	pmids:21189257
Deubiquitination	E23326	E8349	1	0	biogrid	pmids:21746879
Phosphorylation	E65018	E5071	1	0	biogrid	pmids:19880420:22724072
Deubiquitination	E7375	E7186	1	0	biogrid	pmids:22029577
Deubiquitination	E7375	E7189	1	0	biogrid	pmids:22029577
Ubiquitination	E4734	E57787	1	0	biogrid	pmids:19953087
Ubiquitination	E5071	E10059	1	0	biogrid	pmids:21292769
Phosphorylation	E1021	E55083	1	0	biogrid	pmids:22768111
Ubiquitination	E84676	E92552	1	0	biogrid	pmids:22626734
Phosphorylation	E120892	E5606	1	0	biogrid	pmids:20173330:20067578:19302196
Phosphorylation	E1017	E55083	1	0	biogrid	pmids:22768111
Dephosphorylation	E1845	E1956	1	0	biogrid	pmids:1281549
Ubiquitination	E4734	E1193	1	0	biogrid	pmids:19953087
Methylation	E28989	E1104	1	0	biogrid	pmids:20668449
Phosphorylation	E1017	E86	1	0	biogrid	pmids:21699904
Ubiquitination	E6502	E2309	1	0	biogrid	pmids:21841822
Sumoylation	E7341	E58517	1	0	biogrid	pmids:15561718
Dephosphorylation	E5515	E1017	1	0	biogrid	pmids:10934208:16191191
Ubiquitination	E7323	E27343	1	0	biogrid	pmids:17588522
Phosphorylation	E5594	E842	1	0	biogrid	pmids:12792650
Phosphorylation	E1457	E4255	1	0	biogrid	pmids:10667577
Sumoylation	E7329	E7157	1	0	biogrid	pmids:19684601:17709345:11853669
Phosphorylation	E5566	E4209	1	0	biogrid	pmids:18299387
Phosphorylation	E8317	E4172	1	0	biogrid	pmids:9250678
Phosphorylation	E8317	E4171	1	0	biogrid	pmids:16446360:23066029:16826239
Ubiquitination	E10616	E571	1	0	biogrid	pmids:17682061
Phosphorylation	E1457	E4311	1	0	biogrid	pmids:8943850
Ubiquitination	E7334	E7157	1	0	biogrid	pmids:19651615
Ubiquitination	E868	E868	1	0	biogrid	pmids:22158902
Sumoylation	E9063	E5371	1	0	biogrid	pmids:22406621
modification	E1642	E11104	1	0	biogrid	pmids:19287380
Ubiquitination	E57154	E57154	1	0	biogrid	pmids:22921829:19318350:22496338
Deacetylation	E54971	E7157	1	0	biogrid	pmids:20075864:19303885
Ubiquitination	E4734	E6531	1	0	biogrid	pmids:20051513:16885233
Phosphorylation	E1025	E4605	1	0	biogrid	pmids:10656684
Phosphorylation	E5591	E653361	1	0	biogrid	pmids:9914162
Phosphorylation	E5347	E4193	1	0	biogrid	pmids:19833129
Ubiquitination	E8454	E1028	1	0	biogrid	pmids:12925736
Methylation	E8535	E8290	1	0	biogrid	pmids:12700765
Phosphorylation	E1024	E5430	1	0	biogrid	pmids:11278802:15009212:9710619
Phosphorylation	E1147	E8517	1	0	biogrid	pmids:15749833:17244613:22605335:19815509:21903422:16497931:18207244:16583354:11485410:20368414:20098747:10733566:10980203:12138192:12459277:17977820:21703539:18079694:9751060:17000764:12612076:11057907:12244103:17728323:11877453:11080499:11864612:15184390:16611882
Phosphorylation	E2931	E4137	1	0	biogrid	pmids:9735171:7931292
Ubiquitination	E25898	E11316	1	0	biogrid	pmids:17721809
Phosphorylation	E545	E11200	1	0	biogrid	pmids:10973490:17035231
Ubiquitination	E23327	E1613	1	0	biogrid	pmids:19953087
Glycosylation	E79695	E4582	1	0	biogrid	pmids:12135769
Ubiquitination	E79585	E10140	1	0	biogrid	pmids:21130766
Ubiquitination	E3315	E2623	1	0	biogrid	pmids:20410505
Sumoylation	E9612	E7341	1	0	biogrid	pmids:20555024
Phosphorylation	E984	E8665	1	0	biogrid	pmids:19245811
Ubiquitination	E6502	E81620	1	0	biogrid	pmids:15855168:18162579:15004027:14993212:12840033
Acetylation	E1387	E7913	1	0	biogrid	pmids:15987677
Ubiquitination	E331	E54101	1	0	biogrid	pmids:21931591
Ubiquitination	E7323	E7189	1	0	biogrid	pmids:17709375
Phosphorylation	E5587	E9318	1	0	biogrid	pmids:12628923
Phosphorylation	E2321	E3791	1	0	biogrid	pmids:12796773
Phosphorylation	E1457	E50813	1	0	biogrid	pmids:12628923
Methylation	E8085	E126961	1	0	biogrid	pmids:22266653
Phosphorylation	E5566	E3065	1	0	biogrid	pmids:12082111:11327722
Ubiquitination	E23327	E5710	1	0	biogrid	pmids:20542005
Ubiquitination	E7323	E2161	1	0	biogrid	pmids:18838541
Phosphorylation	E2932	E4261	1	0	biogrid	pmids:17991736
Phosphorylation	E1457	E5371	1	0	biogrid	pmids:20625391:22406621:19217413
Ubiquitination	E7189	E7189	1	0	biogrid	pmids:9718306:16378096:20512936:19675569:22493164:18617513:19465916
Ubiquitination	E8945	E5710	1	0	biogrid	pmids:22350919:19240029
Phosphorylation	E5580	E10672	1	0	biogrid	pmids:8824244
Phosphorylation	E1460	E50813	1	0	biogrid	pmids:12628923
Sumoylation	E10054	E6672	1	0	biogrid	pmids:11792325
Phosphorylation	E545	E1111	1	0	biogrid	pmids:19330022:11390642
Dephosphorylation	E11221	E5599	1	0	biogrid	pmids:10391943
Phosphorylation	E2932	E10891	1	0	biogrid	pmids:18198341
Phosphorylation	E815	E7529	1	0	biogrid	pmids:12619878
Ubiquitination	E79589	E959	1	0	biogrid	pmids:18641297
Ubiquitination	E9690	E23066	1	0	biogrid	pmids:12692129
Ubiquitination	E4734	E10635	1	0	biogrid	pmids:19953087
Acetylation	E2033	E4790	1	0	biogrid	pmids:11739381:14662860:22013068:20065107
Sumoylation	E7329	E27330	1	0	biogrid	pmids:17709345
Phosphorylation	E207	E7415	1	0	biogrid	pmids:16551632:16027165
Glycosylation	E8473	E7525	1	0	biogrid	pmids:16434389
Phosphorylation	E1017	E4605	1	0	biogrid	pmids:11264176
Sumoylation	E9063	E2313	1	0	biogrid	pmids:16148010
Deubiquitination	E9958	E7189	1	0	biogrid	pmids:20622874
Phosphorylation	E1017	E8317	1	0	biogrid	pmids:17927916
Phosphorylation	E1017	E6117	1	0	biogrid	pmids:8397206:8397207
Phosphorylation	E1020	E5071	1	0	biogrid	pmids:17327227
Deubiquitination	E57646	E9101	1	0	biogrid	pmids:22626734
Sumoylation	E6612	E30011	1	0	biogrid	pmids:22203040
Ubiquitination	E4734	E221002	1	0	biogrid	pmids:19953087
Ubiquitination	E10155	E10155	1	0	biogrid	pmids:20864041:10748030:12096914:12684500:10653693
Phosphorylation	E983	E7329	1	0	biogrid	pmids:22407595
Phosphorylation	E3717	E10603	1	0	biogrid	pmids:10374881
Ubiquitination	E10293	E10293	1	0	biogrid	pmids:22493164:17544371
Ubiquitination	E23327	E7417	1	0	biogrid	pmids:19953087
Ubiquitination	E7337	E1027	1	0	biogrid	pmids:19591933
Phosphorylation	E5599	E23411	1	0	biogrid	pmids:20027304
Ubiquitination	E10273	E5590	1	0	biogrid	pmids:21911421
Deubiquitination	E27005	E9700	1	0	biogrid	pmids:22626734
Phosphorylation	E1017	E5936	1	0	biogrid	pmids:15159402
Phosphorylation	E1017	E5933	1	0	biogrid	pmids:11884610:9891079
Phosphorylation	E5566	E6929	1	0	biogrid	pmids:15934135
Phosphorylation	E5292	E4926	1	0	biogrid	pmids:12111331
Phosphorylation	E57521	E84335	1	0	biogrid	pmids:17386266:20169205
Dephosphorylation	E5770	E2932	1	0	biogrid	pmids:7514173
Ubiquitination	E84675	E57646	1	0	biogrid	pmids:22626734
Phosphorylation	E5058	E4646	1	0	biogrid	pmids:9852149
Phosphorylation	E6195	E10140	1	0	biogrid	pmids:11260258
Phosphorylation	E7786	E5609	1	0	biogrid	pmids:10187804
Phosphorylation	E2534	E1213	1	0	biogrid	pmids:17785434
Phosphorylation	E7520	E5241	1	0	biogrid	pmids:10750018
Ubiquitination	E4734	E5159	1	0	biogrid	pmids:19953087
Dephosphorylation	E5478	E3702	1	0	biogrid	pmids:11830645
Ribosylation	E10039	E3024	1	0	biogrid	pmids:20064938
Ubiquitination	E7334	E8737	1	0	biogrid	pmids:16547522:18029035
Sumoylation	E8535	E9839	1	0	biogrid	pmids:16061479
Phosphorylation	E5580	E653361	1	0	biogrid	pmids:12056906
Sumoylation	E8535	E1487	1	0	biogrid	pmids:12679040
Phosphorylation	E5292	E11335	1	0	biogrid	pmids:10664448
Phosphorylation	E5594	E2626	1	0	biogrid	pmids:11585926
Ubiquitination	E672	E207	1	0	biogrid	pmids:19074868
Ubiquitination	E11124	E1499	1	0	biogrid	pmids:22730322:21411632
Phosphorylation	E2534	E6622	1	0	biogrid	pmids:11162638:11078745:15033366
Ubiquitination	E64750	E3399	1	0	biogrid	pmids:21933340
Ubiquitination	E55658	E1026	1	0	biogrid	pmids:23026136
Ubiquitination	E4194	E4193	1	0	biogrid	pmids:12393902:19683495
Phosphorylation	E5579	E5579	1	0	biogrid	pmids:19920073:8034666
Ubiquitination	E84675	E51377	1	0	biogrid	pmids:22626734
Phosphorylation	E9149	E10014	1	0	biogrid	pmids:15546868
modification	E8445	E11104	1	0	biogrid	pmids:19287380
Phosphorylation	E2932	E5144	1	0	biogrid	pmids:20647544
Deacetylation	E3065	E253260	1	0	biogrid	pmids:22318606
Phosphorylation	E7535	E3937	1	0	biogrid	pmids:12190313:9047237
Phosphorylation	E28996	E57659	1	0	biogrid	pmids:19448668
Phosphorylation	E23617	E60385	1	0	biogrid	pmids:15044604
Ubiquitination	E9810	E8345	1	0	biogrid	pmids:16307923
Acetylation	E8850	E7913	1	0	biogrid	pmids:15987677
Acetylation	E2033	E2547	1	0	biogrid	pmids:15023334
Demethylation	E23028	E7157	1	0	biogrid	pmids:17805299:18573881
Ubiquitination	E5071	E9627	1	0	biogrid	pmids:15603737:21590270:15894486:16049031:11590439:16096643:15944382:20089136
Ubiquitination	E79594	E7316	1	0	biogrid	pmids:19407830
Phosphorylation	E5595	E3725	1	0	biogrid	pmids:1922387
Ubiquitination	E23327	E7867	1	0	biogrid	pmids:19953087
Phosphorylation	E25	E56961	1	0	biogrid	pmids:9315092
Phosphorylation	E1017	E7343	1	0	biogrid	pmids:10202152
Phosphorylation	E472	E7013	1	0	biogrid	pmids:11375976:18160036
Phosphorylation	E7443	E126961	1	0	biogrid	pmids:17938195
Phosphorylation	E10188	E2017	1	0	biogrid	pmids:22952966
Phosphorylation	E1017	E115426	1	0	biogrid	pmids:21952639:15178429
Phosphorylation	E5595	E6720	1	0	biogrid	pmids:10627507
Phosphorylation	E5595	E6721	1	0	biogrid	pmids:14988395:10627507
Phosphorylation	E1460	E4287	1	0	biogrid	pmids:18839019
Phosphorylation	E3702	E27040	1	0	biogrid	pmids:12186560
Ubiquitination	E64750	E8312	1	0	biogrid	pmids:20858899
Phosphorylation	E1021	E3024	1	0	biogrid	pmids:9885575
Demethylation	E23028	E6774	1	0	biogrid	pmids:21098664
Ubiquitination	E7322	E7322	1	0	biogrid	pmids:22582951:20484052
Deubiquitination	E57599	E2177	1	0	biogrid	pmids:18082604
Demethylation	E23028	E1869	1	0	biogrid	pmids:21320024:20603083
Phosphorylation	E5566	E9464	1	0	biogrid	pmids:14636580
Phosphorylation	E1457	E983	1	0	biogrid	pmids:1400350
Ubiquitination	E7321	E27434	1	0	biogrid	pmids:17588522
Acetylation	E2033	E8290	1	0	biogrid	pmids:11163245
Phosphorylation	E2965	E1283	1	0	biogrid	pmids:8934526
Dephosphorylation	E54434	E11034	1	0	biogrid	pmids:11832213
Phosphorylation	E5590	E10971	1	0	biogrid	pmids:10620507
Deubiquitination	E123228	E65018	1	0	biogrid	pmids:22388932
Methylation	E29072	E8350	1	0	biogrid	pmids:16118227
Ubiquitination	E64219	E9101	1	0	biogrid	pmids:22626734
Phosphorylation	E1445	E91746	1	0	biogrid	pmids:15175272
Phosphorylation	E5566	E7141	1	0	biogrid	pmids:9837753
Methylation	E2146	E8350	1	0	biogrid	pmids:16224021:16431907
Phosphorylation	E4751	E11190	1	0	biogrid	pmids:9647649
Ubiquitination	E7321	E55905	1	0	biogrid	pmids:21571784
Phosphorylation	E6790	E5499	1	0	biogrid	pmids:11551964
Ubiquitination	E83737	E7316	1	0	biogrid	pmids:22496338
Acetylation	E2033	E9401	1	0	biogrid	pmids:19299466
Phosphorylation	E1017	E1869	1	0	biogrid	pmids:7969176:9199321
Ubiquitination	E7334	E7189	1	0	biogrid	pmids:17709375
Acetylation	E1387	E142	1	0	biogrid	pmids:16204234
Acetylation	E2033	E207	1	0	biogrid	pmids:18182168:21775285:20333651
Ubiquitination	E84447	E2861	1	0	biogrid	pmids:15572843:17059562
Phosphorylation	E120892	E120892	1	0	biogrid	pmids:17447891:20041156:18397888:19712061:21159966:20595391:22952686:19733152:16269541:20515039:17260967:17095157:17584768:19826009:22423108:16321986:21858031:18230735:18701920:19559761:19545277:22363216:20090955:19302196:21806997:22612223:20067578
Phosphorylation	E983	E3146	1	0	biogrid	pmids:2013279
Methylation	E80854	E8350	1	0	biogrid	pmids:15525938:22403242:16415881:11779497
Sumoylation	E7329	E9839	1	0	biogrid	pmids:16061479
Phosphorylation	E5156	E5156	1	0	biogrid	pmids:7523122:11046132:7535778
Acetylation	E11143	E51053	1	0	biogrid	pmids:16428461
Ubiquitination	E1499	E6925	1	0	biogrid	pmids:20126258:12657632:22155184:18281465:17050667:15331612:12727872:22080605:17412698:11713476:17072306:16630820:11713475
Phosphorylation	E983	E4288	1	0	biogrid	pmids:10502411
Phosphorylation	E5594	E2309	1	0	biogrid	pmids:18204439
Deacetylation	E9112	E7157	1	0	biogrid	pmids:17914590
Phosphorylation	E9874	E4683	1	0	biogrid	pmids:12955071
Phosphorylation	E2268	E10657	1	0	biogrid	pmids:15190072
Ubiquitination	E10273	E4486	1	0	biogrid	pmids:16740632
Phosphorylation	E5594	E5801	1	0	biogrid	pmids:9857190:10419510
Phosphorylation	E1460	E9318	1	0	biogrid	pmids:12628923
Phosphorylation	E9262	E9262	1	0	biogrid	pmids:9786912
Deubiquitination	E7375	E7046	1	0	biogrid	pmids:22706160
Phosphorylation	E10920	E9318	1	0	biogrid	pmids:22939629:10903862:9707402:22863883:11967155:16045761
Methylation	E10498	E10499	1	0	biogrid	pmids:18511550:16923966
Ubiquitination	E23327	E54602	1	0	biogrid	pmids:12050153:19953087
Deubiquitination	E9733	E9129	1	0	biogrid	pmids:20595234
Phosphorylation	E120892	E7846	1	0	biogrid	pmids:22303461:21159966
Phosphorylation	E1019	E4082	1	0	biogrid	pmids:10359664
Phosphorylation	E5578	E3024	1	0	biogrid	pmids:15927069:16314418:12056906
Ubiquitination	E142678	E29110	1	0	biogrid	pmids:21903422
Phosphorylation	E983	E3832	1	0	biogrid	pmids:8548803
Phosphorylation	E5599	E26003	1	0	biogrid	pmids:11408587
Phosphorylation	E5531	E11184	1	0	biogrid	pmids:15364934
Phosphorylation	E5594	E1978	1	0	biogrid	pmids:12665511
Phosphorylation	E5594	E6868	1	0	biogrid	pmids:12058067
Phosphorylation	E120892	E6788	1	0	biogrid	pmids:20949042
Phosphorylation	E9463	E2917	1	0	biogrid	pmids:11007882
Ubiquitination	E57159	E9958	1	0	biogrid	pmids:22626734
Ubiquitination	E10425	E7316	1	0	biogrid	pmids:21890473:22053931:20639865:19340006:21139048:16118314:21906983
Phosphorylation	E207	E5207	1	0	biogrid	pmids:15896703
Ubiquitination	E84676	E55432	1	0	biogrid	pmids:22626734
Phosphorylation	E695	E695	1	0	biogrid	pmids:11527964:10427990:11373296
Phosphorylation	E4217	E4155	1	0	biogrid	pmids:19293155
Methylation	E55170	E8091	1	0	biogrid	pmids:16293633
Acetylation	E890	E983	1	0	biogrid	pmids:9053846:21308745:17679094:12853968:19483727
Phosphorylation	E5594	E51366	1	0	biogrid	pmids:12594221
Ribosylation	E10039	E10039	1	0	biogrid	pmids:20064938
Acetylation	E8850	E4654	1	0	biogrid	pmids:10944526
Ubiquitination	E7317	E27338	1	0	biogrid	pmids:22069333
Sumoylation	E7341	E7290	1	0	biogrid	pmids:15561718
Ubiquitination	E4193	E328	1	0	biogrid	pmids:19219073
Phosphorylation	E1432	E8202	1	0	biogrid	pmids:16456540:15383283
Phosphorylation	E3551	E4793	1	0	biogrid	pmids:9346485:9689078
Phosphorylation	E1453	E3791	1	0	biogrid	pmids:22711876
Ubiquitination	E4734	E139067	1	0	biogrid	pmids:19953087
Acetylation	E890	E1017	1	0	biogrid	pmids:19483727
Phosphorylation	E1017	E4082	1	0	biogrid	pmids:10359664
Phosphorylation	E25	E5071	1	0	biogrid	pmids:21209200:20823226
Ubiquitination	E6478	E26277	1	0	biogrid	pmids:22064479
Acetylation	E11143	E8350	1	0	biogrid	pmids:15963510
Phosphorylation	E9252	E8370	1	0	biogrid	pmids:15010469
Acetylation	E2033	E142	1	0	biogrid	pmids:16204234
Phosphorylation	E1457	E5905	1	0	biogrid	pmids:16428860
Sumoylation	E10054	E2118	1	0	biogrid	pmids:19307308
Phosphorylation	E6789	E8349	1	0	biogrid	pmids:12757711:19940129
Deubiquitination	E57646	E4609	1	0	biogrid	pmids:17558397
Phosphorylation	E156	E5132	1	0	biogrid	pmids:10884381
Ubiquitination	E51132	E7013	1	0	biogrid	pmids:19164295
Phosphorylation	E2868	E2492	1	0	biogrid	pmids:10379886
Phosphorylation	E7048	E2022	1	0	biogrid	pmids:12015308
Deubiquitination	E9958	E9101	1	0	biogrid	pmids:22626734
Ubiquitination	E84675	E92552	1	0	biogrid	pmids:22626734
Phosphorylation	E1459	E19	1	0	biogrid	pmids:15218032
Phosphorylation	E5581	E10524	1	0	biogrid	pmids:17851107
Phosphorylation	E6790	E11011	1	0	biogrid	pmids:17940067
Acetylation	E11143	E990	1	0	biogrid	pmids:16428461
Ubiquitination	E997	E8945	1	0	biogrid	pmids:10531035
Ubiquitination	E4734	E5710	1	0	biogrid	pmids:22350919:19240029
Ubiquitination	E4734	E10000	1	0	biogrid	pmids:19953087
Methylation	E9150	E8359	1	0	biogrid	pmids:15670829
Demethylation	E23081	E126961	1	0	biogrid	pmids:21575637
Deubiquitination	E56970	E8338	1	0	biogrid	pmids:21746879
Ubiquitination	E23113	E23113	1	0	biogrid	pmids:12526791
Methylation	E4221	E8290	1	0	biogrid	pmids:14992727
Phosphorylation	E815	E1739	1	0	biogrid	pmids:12933808
Methylation	E55170	E26986	1	0	biogrid	pmids:16293633
Deacetylation	E23411	E84148	1	0	biogrid	pmids:21502975:22586264
Phosphorylation	E28996	E5371	1	0	biogrid	pmids:20188669:19015637:21145359:21192925
Phosphorylation	E1445	E3190	1	0	biogrid	pmids:12052863
Phosphorylation	E120892	E3320	1	0	biogrid	pmids:19826009:16321986:18367605:20642453:20949042:19536328:22612223:17400507
Ubiquitination	E56254	E3018	1	0	biogrid	pmids:16307923
Ubiquitination	E56254	E3017	1	0	biogrid	pmids:16307923
Ubiquitination	E4734	E54765	1	0	biogrid	pmids:19953087
Methylation	E3066	E8290	1	0	biogrid	pmids:12700765
Sumoylation	E7329	E1616	1	0	biogrid	pmids:18691969
Ubiquitination	E25898	E7157	1	0	biogrid	pmids:19043414:21791603:21084285:12654245:20452352:17568776:19483087
Phosphorylation	E5347	E55166	1	0	biogrid	pmids:21454580
Phosphorylation	E5581	E2768	1	0	biogrid	pmids:8824244
Phosphorylation	E1017	E4869	1	0	biogrid	pmids:11278991
Phosphorylation	E4067	E971	1	0	biogrid	pmids:9590210
Phosphorylation	E1111	E672	1	0	biogrid	pmids:11836499:17380128
Phosphorylation	E6789	E3014	1	0	biogrid	pmids:20921231
Ubiquitination	E7322	E23586	1	0	biogrid	pmids:17719635
Phosphorylation	E5595	E4155	1	0	biogrid	pmids:14530346:17906618:19910486
Ubiquitination	E27246	E27246	1	0	biogrid	pmids:18819927:17462600
Phosphorylation	E8900	E4173	1	0	biogrid	pmids:16519687
Phosphorylation	E27	E847	1	0	biogrid	pmids:12777400
Ubiquitination	E10758	E7316	1	0	biogrid	pmids:19825828
Phosphorylation	E10980	E50813	1	0	biogrid	pmids:21145461:10903862:22863883:19615732:17403899:19295130:19141280
Ubiquitination	E23327	E57379	1	0	biogrid	pmids:19953087
Deubiquitination	E7347	E27338	1	0	biogrid	pmids:20622874
Phosphorylation	E1457	E4137	1	0	biogrid	pmids:15882073
Phosphorylation	E5594	E4086	1	0	biogrid	pmids:17289590:19914168
Phosphorylation	E5163	E6446	1	0	biogrid	pmids:17314099
Phosphorylation	E818	E4089	1	0	biogrid	pmids:11027280
Phosphorylation	E818	E4087	1	0	biogrid	pmids:11027280
Phosphorylation	E472	E1108	1	0	biogrid	pmids:21219611
Phosphorylation	E51135	E3010	1	0	biogrid	pmids:15927069
Sumoylation	E7341	E7150	1	0	biogrid	pmids:11709553
Sumoylation	E7341	E7155	1	0	biogrid	pmids:15561718
Sumoylation	E7341	E7157	1	0	biogrid	pmids:10562557
Ubiquitination	E283807	E88	1	0	biogrid	pmids:22972877
Ubiquitination	E64219	E9929	1	0	biogrid	pmids:22626734
Ubiquitination	E55120	E2177	1	0	biogrid	pmids:22287633
Phosphorylation	E472	E4193	1	0	biogrid	pmids:22976441
Phosphorylation	E25	E847	1	0	biogrid	pmids:12777400
Phosphorylation	E1457	E801	1	0	biogrid	pmids:11827172:3472906
Phosphorylation	E5590	E6667	1	0	biogrid	pmids:16943418:18258854
Phosphorylation	E5590	E7534	1	0	biogrid	pmids:12893243:10620507
Phosphorylation	E207	E11073	1	0	biogrid	pmids:17006541
Ubiquitination	E8452	E23221	1	0	biogrid	pmids:15107402
Ubiquitination	E7317	E10477	1	0	biogrid	pmids:22069333
Phosphorylation	E2932	E602	1	0	biogrid	pmids:15469820
Ubiquitination	E26046	E7316	1	0	biogrid	pmids:21139048:22118674:21890473:19196968
Ubiquitination	E10273	E367	1	0	biogrid	pmids:21157430:19706771:20661446:15107424:16725394
Ribosylation	E142	E6667	1	0	biogrid	pmids:17961220
Deubiquitination	E57695	E57695	1	0	biogrid	pmids:21596315
Sumoylation	E7329	E7227	1	0	biogrid	pmids:17391059
Phosphorylation	E816	E7529	1	0	biogrid	pmids:12619878
Dephosphorylation	E5515	E5562	1	0	biogrid	pmids:16306228:22065577
Phosphorylation	E5580	E2768	1	0	biogrid	pmids:8824244
Phosphorylation	E5582	E5997	1	0	biogrid	pmids:11063746
Phosphorylation	E2931	E1385	1	0	biogrid	pmids:14635195
Ubiquitination	E22954	E22954	1	0	biogrid	pmids:21628460:11331580:22493164:19349376:17994549
Methylation	E23426	E8350	1	0	biogrid	pmids:15471871
